"p","U:0","U:1","U:2","k","nut","omega","yPlus","Vorticity:0","Vorticity:1","Vorticity:2","VectorGradient:0","VectorGradient:1","VectorGradient:2","VectorGradient:3","VectorGradient:4","VectorGradient:5","VectorGradient:6","VectorGradient:7","VectorGradient:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-62.357,44.195,1.9947e-05,0,2.5183,0.0080078,314.48,0,-0,0,0.001069,-0.23689,-0,0,0.001069,0.10719,0,-0,-0,0,1,0.345,-1.155,0.0127,0.025
-62.091,44.191,7.678e-05,0,2.4962,0.0079826,312.7,0,-0,0,0.0063251,-0.2964,-0,0,0.0063251,0.31935,0,-0,-0,0,1,0.36,-1.14,0.0127,0.025
-61.695,44.165,0.0020011,0,2.4762,0.0075292,333.85,0,-0,0,1.2109,-2.2335,0.22926,0,1.4401,29.093,0,-0,-0,0,1,0.375,-1.125,0.0127,0.025
-60.126,33.104,0.011189,0,5.2086,0.0034471,70861,2.6433,-0,0,-1.2479e+05,-1831,1.2479e+05,0,0.84783,223.06,0,-0,-0,0,1,0.39,-1.11,0.0127,0.025
-62.777,0,0,0,13.266,0,2.8108e+05,10.51,-0,0,-2.2707e+05,-123.78,2.2707e+05,0,-0.17659,356.84,0,-0,-0,0,1,0.405,-1.095,0.0127,0.025
-64.773,-3.7537e-13,-5.921e-16,0,12.797,-3.7624e-18,2.7839e+05,10.318,-0,0,-2.2707e+05,-123.78,2.2707e+05,0,-0.17659,356.84,0,-0,-0,0,1,0.42,-1.08,0.0127,0.025
-67.067,0,0,0,12.209,0,2.75e+05,10.075,-0,0,-1.931e+05,-64.579,1.931e+05,0,-0.56236,225,0,-0,-0,0,1,0.435,-1.065,0.0127,0.025
-69.781,-3.2194e-13,-2.9842e-16,0,11.455,-6.8931e-19,2.7063e+05,9.7608,-0,0,-1.931e+05,-64.579,1.931e+05,0,-0.56236,225,0,-0,-0,0,1,0.45,-1.05,0.0127,0.025
-71.838,0,0,0,10.876,0,2.6724e+05,9.5143,-0,0,-1.7581e+05,-33.778,1.7581e+05,0,-0.18337,93.555,0,-0,-0,0,1,0.465,-1.035,0.0127,0.025
-73.355,0,0,0,10.442,0,2.6466e+05,9.3241,-0,0,-1.7581e+05,-33.778,1.7581e+05,0,-0.18337,93.555,0,-0,-0,0,1,0.48,-1.02,0.0127,0.025
-74.94,0,0,0,10.127,0,2.6277e+05,9.183,-0,0,-1.6646e+05,-20.823,1.6645e+05,0,-0.068312,50.325,0,-0,-0,0,1,0.495,-1.005,0.0127,0.025
-76.55,0,0,0,9.8574,0,2.6114e+05,9.0604,-0,0,-1.6646e+05,-20.823,1.6645e+05,0,-0.068312,50.325,0,-0,-0,0,1,0.51,-0.99,0.0127,0.025
-78.078,0,0,0,9.6477,0,2.5986e+05,8.9633,-0,0,-1.6049e+05,-14.939,1.6049e+05,0,-0.031074,33.695,0,-0,-0,0,1,0.525,-0.975,0.0127,0.025
-79.594,0,0,0,9.4495,0,2.5865e+05,8.8711,-0,0,-1.5617e+05,-11.593,1.5617e+05,0,-0.018227,25.663,0,-0,-0,0,1,0.54,-0.96,0.0127,0.025
-81.085,0,0,0,9.2813,0,2.5761e+05,8.7918,-0,0,-1.5617e+05,-11.593,1.5617e+05,0,-0.018227,25.663,0,-0,-0,0,1,0.555,-0.945,0.0127,0.025
-82.555,0,0,0,9.1274,0,2.5666e+05,8.7187,-0,0,-1.5284e+05,-9.4343,1.5284e+05,0,-0.01252,20.782,0,-0,-0,0,1,0.57,-0.93,0.0127,0.025
-84.007,2.6336e-13,3.321e-17,0,8.9863,7.862e-19,2.5579e+05,8.6512,-0,0,-1.5284e+05,-9.4343,1.5284e+05,0,-0.01252,20.782,0,-0,-0,0,1,0.585,-0.915,0.0127,0.025
-85.43,0,0,0,8.8635,0,2.5503e+05,8.5918,-0,0,-1.5016e+05,-7.9075,1.5016e+05,0,-0.0093063,17.405,0,-0,-0,0,1,0.6,-0.9,0.0127,0.025
-86.843,0,0,0,8.7476,0,2.543e+05,8.5355,-0,0,-1.4794e+05,-6.7827,1.4794e+05,0,-0.0072038,14.915,0,-0,-0,0,1,0.615,-0.885,0.0127,0.025
-88.234,0,0,0,8.6432,0,2.5365e+05,8.4845,-0,0,-1.4794e+05,-6.7827,1.4794e+05,0,-0.0072038,14.915,0,-0,-0,0,1,0.63,-0.87,0.0127,0.025
-89.609,0,0,0,8.5477,0,2.5305e+05,8.4375,-0,0,-1.4607e+05,-5.9201,1.4607e+05,0,-0.0057481,13.011,0,-0,-0,0,1,0.645,-0.855,0.0127,0.025
-90.972,0,0,0,8.4576,0,2.5249e+05,8.393,-0,0,-1.4448e+05,-5.2433,1.4448e+05,0,-0.0046727,11.516,0,-0,-0,0,1,0.66,-0.84,0.0127,0.025
-92.318,0,0,0,8.3758,0,2.5197e+05,8.3523,-0,0,-1.4448e+05,-5.2433,1.4448e+05,0,-0.0046727,11.516,0,-0,-0,0,1,0.675,-0.825,0.0127,0.025
-93.651,0,0,0,8.2996,0,2.5149e+05,8.3142,-0,0,-1.4309e+05,-4.7039,1.4309e+05,0,-0.0038905,10.319,0,-0,-0,0,1,0.69,-0.81,0.0127,0.025
-94.974,0,0,0,8.2274,0,2.5104e+05,8.278,-0,0,-1.4186e+05,-4.258,1.4186e+05,0,-0.0033096,9.338,0,-0,-0,0,1,0.705,-0.795,0.0127,0.025
-96.285,2.4574e-13,1.5651e-17,0,8.1605,7.6824e-19,2.5061e+05,8.2442,-0,0,-1.4186e+05,-4.258,1.4186e+05,0,-0.0033096,9.338,0,-0,-0,0,1,0.72,-0.78,0.0127,0.025
-97.583,0,0,0,8.0982,0,2.5022e+05,8.2127,-0,0,-1.4078e+05,-3.8881,1.4078e+05,0,-0.0028393,8.5208,0,-0,-0,0,1,0.735,-0.765,0.0127,0.025
-98.872,0,0,0,8.0389,0,2.4984e+05,8.1826,-0,0,-1.3982e+05,-3.5767,1.3982e+05,0,-0.0024774,7.8318,0,-0,-0,0,1,0.75,-0.75,0.0127,0.025
-100.15,0,0,0,7.9828,0,2.4949e+05,8.154,-0,0,-1.3895e+05,-3.3089,1.3895e+05,0,-0.0021857,7.2426,0,-0,-0,0,1,0.765,-0.735,0.0127,0.025
-101.42,0,0,0,7.9304,0,2.4915e+05,8.1272,-0,0,-1.3895e+05,-3.3089,1.3895e+05,0,-0.0021857,7.2426,0,-0,-0,0,1,0.78,-0.72,0.0127,0.025
-102.68,0,0,0,7.8809,0,2.4884e+05,8.1018,-0,0,-1.3816e+05,-3.079,1.3816e+05,0,-0.0019328,6.7352,0,-0,-0,0,1,0.795,-0.705,0.0127,0.025
-103.93,0,0,0,7.8336,0,2.4854e+05,8.0774,-0,0,-1.3744e+05,-2.8802,1.3744e+05,0,-0.0017349,6.2945,0,-0,-0,0,1,0.81,-0.69,0.0127,0.025
-105.18,0,0,0,7.7886,0,2.4825e+05,8.0542,-0,0,-1.3679e+05,-2.7039,1.3679e+05,0,-0.0015764,5.9066,0,-0,-0,0,1,0.825,-0.675,0.0127,0.025
-106.42,0,0,0,7.7457,0,2.4797e+05,8.032,-0,0,-1.3619e+05,-2.548,1.3619e+05,0,-0.0014278,5.5634,0,-0,-0,0,1,0.84,-0.66,0.0127,0.025
-107.65,0,0,0,7.7052,0,2.4771e+05,8.011,-0,0,-1.3619e+05,-2.548,1.3619e+05,0,-0.0014278,5.5634,0,-0,-0,0,1,0.855,-0.645,0.0127,0.025
-108.87,0,0,0,7.6665,0,2.4747e+05,7.9909,-0,0,-1.3564e+05,-2.4109,1.3564e+05,0,-0.001298,5.2598,0,-0,-0,0,1,0.87,-0.63,0.0127,0.025
-110.08,0,0,0,7.6295,0,2.4723e+05,7.9715,-0,0,-1.3513e+05,-2.2884,1.3513e+05,0,-0.001197,4.9888,0,-0,-0,0,1,0.885,-0.615,0.0127,0.025
-111.29,0,0,0,7.5941,0,2.47e+05,7.953,-0,0,-1.3465e+05,-2.1773,1.3465e+05,0,-0.0011163,4.7438,0,-0,-0,0,1,0.9,-0.6,0.0127,0.025
-112.5,0,0,0,7.5601,0,2.4678e+05,7.9352,-0,0,-1.3421e+05,-2.0761,1.3421e+05,0,-0.001038,4.5214,0,-0,-0,0,1,0.915,-0.585,0.0127,0.025
-113.69,0,0,0,7.5276,0,2.4657e+05,7.9181,-0,0,-1.3381e+05,-1.9851,1.3381e+05,0,-0.00095693,4.3204,0,-0,-0,0,1,0.93,-0.57,0.0127,0.025
-114.88,0,0,0,7.4964,0,2.4637e+05,7.9017,-0,0,-1.3342e+05,-1.9033,1.3342e+05,0,-0.00089193,4.1389,0,-0,-0,0,1,0.945,-0.555,0.0127,0.025
-116.07,0,0,0,7.4665,0,2.4618e+05,7.8859,-0,0,-1.3307e+05,-1.828,1.3307e+05,0,-0.00084691,3.9724,0,-0,-0,0,1,0.96,-0.54,0.0127,0.025
-117.25,2.3071e-13,6.6807e-18,0,7.4377,7.4175e-19,2.4599e+05,7.8707,-0,0,-1.3273e+05,-1.758,1.3273e+05,0,-0.00080447,3.8182,0,-0,-0,0,1,0.975,-0.525,0.0127,0.025
-118.42,0,0,0,7.41,0,2.4582e+05,7.856,-0,0,-1.3242e+05,-1.6934,1.3242e+05,0,-0.00075688,3.6761,0,-0,-0,0,1,0.99,-0.51,0.0127,0.025
-119.59,0,0,0,7.3834,0,2.4564e+05,7.8419,-0,0,-1.3212e+05,-1.6345,1.3212e+05,0,-0.00071157,3.5457,0,-0,-0,0,1,1.005,-0.495,0.0127,0.025
-120.75,2.2906e-13,5.948e-18,0,7.3577,7.3838e-19,2.4548e+05,7.8283,-0,0,-1.3184e+05,-1.5804,1.3184e+05,0,-0.0006745,3.4257,0,-0,-0,0,1,1.02,-0.48,0.0127,0.025
-121.91,0,0,0,7.333,0,2.4532e+05,7.8151,-0,0,-1.3158e+05,-1.5302,1.3158e+05,0,-0.00064211,3.3145,0,-0,-0,0,1,1.035,-0.465,0.0127,0.025
-123.07,0,0,0,7.3091,0,2.4516e+05,7.8024,-0,0,-1.3133e+05,-1.4834,1.3133e+05,0,-0.00061445,3.2111,0,-0,-0,0,1,1.05,-0.45,0.0127,0.025
-124.22,0,0,0,7.286,0,2.4501e+05,7.7901,-0,0,-1.311e+05,-1.4396,1.311e+05,0,-0.0005928,3.1142,0,-0,-0,0,1,1.065,-0.435,0.0127,0.025
-125.37,0,0,0,7.2639,0,2.4487e+05,7.7782,-0,0,-1.3067e+05,-1.3595,1.3067e+05,0,-0.00055045,2.9371,0,-0,-0,0,1,1.08,-0.42,0.0127,0.025
-126.51,0,0,0,7.2424,0,2.4473e+05,7.7667,-0,0,-1.3047e+05,-1.3235,1.3047e+05,0,-0.00052241,2.8572,0,-0,-0,0,1,1.095,-0.405,0.0127,0.025
-127.64,-2.2396e-13,-4.7482e-18,0,7.2216,-7.2506e-19,2.446e+05,7.7556,-0,0,-1.3028e+05,-1.2902,1.3028e+05,0,-0.00049763,2.7832,0,-0,-0,0,1,1.11,-0.39,0.0127,0.025
-128.78,0,0,0,7.2016,0,2.4447e+05,7.7448,-0,0,-1.2992e+05,-1.2302,1.2992e+05,0,-0.00046223,2.6497,0,-0,-0,0,1,1.125,-0.375,0.0127,0.025
-129.91,0,0,0,7.1821,0,2.4434e+05,7.7343,-0,0,-1.2976e+05,-1.2021,1.2976e+05,0,-0.00046678,2.5872,0,-0,-0,0,1,1.14,-0.36,0.0127,0.025
-131.03,0,0,0,7.1633,0,2.4422e+05,7.7241,-0,0,-1.2946e+05,-1.1482,1.2946e+05,0,-0.00044652,2.468,0,-0,-0,0,1,1.155,-0.345,0.0127,0.025
-132.16,0,0,0,7.1451,0,2.441e+05,7.7143,-0,0,-1.2931e+05,-1.1238,1.2931e+05,0,-0.00043047,2.4133,0,-0,-0,0,1,1.17,-0.33,0.0127,0.025
-133.28,0,0,0,7.1275,0,2.4398e+05,7.7048,-0,0,-1.2905e+05,-1.079,1.2905e+05,0,-0.00040146,2.3134,0,-0,-0,0,1,1.185,-0.315,0.0127,0.025
-134.39,-2.2168e-13,-3.8795e-18,0,7.1104,-7.2013e-19,2.4387e+05,7.6956,-0,0,-1.2893e+05,-1.0583,1.2893e+05,0,-0.0003944,2.2674,0,-0,-0,0,1,1.2,-0.3,0.0127,0.025
-135.51,0,0,0,7.0939,0,2.4377e+05,7.6867,-0,0,-1.2869e+05,-1.0189,1.2869e+05,0,-0.00039737,2.1792,0,-0,-0,0,1,1.215,-0.285,0.0127,0.025
-136.62,0,0,0,7.0779,0,2.4366e+05,7.678,-0,0,-1.2848e+05,-0.98102,1.2848e+05,0,-0.00040206,2.0947,0,-0,-0,0,1,1.23,-0.27,0.0127,0.025
-137.74,0,0,0,7.0624,0,2.4356e+05,7.6696,-0,0,-1.2829e+05,-0.94397,1.2829e+05,0,-0.00041977,2.0121,0,-0,-0,0,1,1.245,-0.255,0.0127,0.025
-138.85,0,0,0,7.0475,0,2.4346e+05,7.6615,-0,0,-1.2811e+05,-0.90669,1.2811e+05,0,-0.00045043,1.9288,0,-0,-0,0,1,1.26,-0.24,0.0127,0.025
-139.97,0,0,0,7.0332,0,2.4337e+05,7.6537,-0,0,-1.2795e+05,-0.86819,1.2795e+05,0,-0.00049565,1.8431,0,-0,-0,0,1,1.275,-0.225,0.0127,0.025
-141.1,0,0,0,7.0196,0,2.4328e+05,7.6463,-0,0,-1.278e+05,-0.82674,1.278e+05,0,-0.00057002,1.7509,0,-0,-0,0,1,1.29,-0.21,0.0127,0.025
-142.25,0,0,0,7.0067,0,2.432e+05,7.6392,-0,0,-1.2767e+05,-0.78079,1.2767e+05,0,-0.00067236,1.6492,0,-0,-0,0,1,1.305,-0.195,0.0127,0.025
-143.42,0,0,0,6.9946,0,2.4312e+05,7.6327,-0,0,-1.275e+05,-0.698,1.275e+05,0,-0.00091764,1.4672,0,-0,-0,0,1,1.32,-0.18,0.0127,0.025
-144.63,0,0,0,6.9837,0,2.4305e+05,7.6267,-0,0,-1.274e+05,-0.62925,1.274e+05,0,-0.0011551,1.3175,0,-0,-0,0,1,1.335,-0.165,0.0127,0.025
-145.91,0,0,0,6.9744,0,2.4299e+05,7.6216,-0,0,-1.2729e+05,-0.49835,1.2729e+05,0,-0.0016544,1.0337,0,-0,-0,0,1,1.35,-0.15,0.0127,0.025
-147.28,0,0,0,6.9672,0,2.4294e+05,7.6177,-0,0,-1.2721e+05,-0.32183,1.2721e+05,0,-0.0023962,0.65428,0,-0,-0,0,1,1.365,-0.135,0.0127,0.025
-148.82,2.2094e-13,1.7121e-19,0,6.9631,7.203e-19,2.4291e+05,7.6155,-0,0,-1.2717e+05,-0.084205,1.2717e+05,0,-0.0036448,0.13932,0,-0,-0,0,1,1.38,-0.12,0.0127,0.025
-150.59,0,0,0,6.9639,0,2.4292e+05,7.6159,-0,0,-1.272e+05,0.37983,1.272e+05,0,-0.0056171,-0.86306,0,-0,-0,0,1,1.395,-0.105,0.0127,0.025
-152.74,0,0,0,6.9717,0,2.4297e+05,7.6201,-0,0,-1.2733e+05,1.021,1.2733e+05,0,-0.0086845,-2.2236,0,-0,-0,0,1,1.41,-0.09,0.0127,0.025
-155.5,0,0,0,6.9903,0,2.4309e+05,7.6303,-0,0,-1.2758e+05,1.9239,1.2758e+05,0,-0.013443,-4.1334,0,-0,-0,0,1,1.425,-0.075,0.0127,0.025
-159.23,0,0,0,7.0263,0,2.4333e+05,7.6499,-0,0,-1.2811e+05,3.5643,1.2811e+05,0,-0.022806,-7.5917,0,-0,-0,0,1,1.44,-0.06,0.0127,0.025
-164.59,-2.2178e-13,2.2356e-17,0,7.0916,-7.1451e-19,2.4375e+05,7.6854,-0,0,-1.2892e+05,6.0195,1.2892e+05,0,-0.038646,-12.754,0,-0,-0,0,1,1.455,-0.045,0.0127,0.025
-172.85,0,0,0,7.2097,0,2.4452e+05,7.7491,-0,0,-1.3069e+05,11.74,1.3069e+05,0,-0.085394,-24.791,0,-0,-0,0,1,1.47,-0.03,0.0127,0.025
-187.1,0,0,0,7.4412,0,2.4602e+05,7.8726,-0,0,-1.3359e+05,23.414,1.3359e+05,0,-0.24102,-49.682,0,-0,-0,0,1,1.485,-0.015,0.0127,0.025
-226.84,0,0,0,4.3015,0,1.726e+05,5.3647,-0,0,-1.4436e+05,153.26,1.4432e+05,0,-33.767,-810.54,0,-0,-0,0,1,1.5,0,0.0127,0.025
