"p","U:0","U:1","U:2","k","nut","omega","yPlus","Vorticity:0","Vorticity:1","Vorticity:2","VectorGradient:0","VectorGradient:1","VectorGradient:2","VectorGradient:3","VectorGradient:4","VectorGradient:5","VectorGradient:6","VectorGradient:7","VectorGradient:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
46.545,0,0,0,1.3804,0,4.3205e+05,2.2904,-0,0,-63284,68.131,63285,0,0.27037,-113.91,0,-0,-0,0,1,0.095,0.095,0,0.025
45.633,0,0,0,1.487,0,4.3291e+05,2.3773,-0,0,-68928,56.909,68929,0,0.21597,-91.965,0,-0,-0,0,1,0.1,0.1,0,0.025
43.982,0,0,0,1.5819,0,4.3367e+05,2.4521,-0,0,-73851,47.204,73852,0,0.16928,-73.761,0,-0,-0,0,1,0.105,0.105,0,0.025
41.901,0,0,0,1.6657,0,4.3434e+05,2.5164,-0,0,-78118,38.933,78118,0,0.13078,-58.909,0,-0,-0,0,1,0.11,0.11,0,0.025
39.6,0,0,0,1.7396,0,4.3493e+05,2.5716,-0,0,-81797,31.969,81797,0,0.099782,-46.956,0,-0,-0,0,1,0.115,0.115,0,0.025
37.22,0,0,0,1.8043,0,4.3545e+05,2.6191,-0,0,-81797,31.969,81797,0,0.099782,-46.956,0,-0,-0,0,1,0.12,0.12,0,0.025
34.869,0,0,0,1.8607,0,4.359e+05,2.6597,-0,0,-84957,26.169,84957,0,0.075362,-37.445,0,-0,-0,0,1,0.125,0.125,0,0.025
32.602,0,0,0,1.9109,0,4.363e+05,2.6954,-0,0,-87665,21.38,87665,0,0.056595,-29.938,0,-0,-0,0,1,0.13,0.13,0,0.025
30.443,0,0,0,1.9559,0,4.3666e+05,2.727,-0,0,-89981,17.455,89981,0,0.042328,-24.043,0,-0,-0,0,1,0.135,0.135,0,0.025
28.398,0,0,0,1.9967,0,4.3698e+05,2.7553,-0,0,-91963,14.253,91963,0,0.031668,-19.423,0,-0,-0,0,1,0.14,0.14,0,0.025
26.499,0,0,0,2.033,0,4.3727e+05,2.7802,-0,0,-91963,14.253,91963,0,0.031668,-19.423,0,-0,-0,0,1,0.145,0.145,0,0.025
24.764,0,0,0,2.0653,0,4.3753e+05,2.8022,-0,0,-93659,11.653,93659,0,0.023712,-15.801,0,-0,-0,0,1,0.15,0.15,0,0.025
23.139,0,0,0,2.0951,0,4.3777e+05,2.8224,-0,0,-95113,9.5482,95113,0,0.017803,-12.956,0,-0,-0,0,1,0.155,0.155,0,0.025
21.63,0,0,0,2.1225,0,4.3798e+05,2.8408,-0,0,-95113,9.5482,95113,0,0.017803,-12.956,0,-0,-0,0,1,0.16,0.16,0,0.025
20.291,0,0,0,2.1467,0,4.3818e+05,2.857,-0,0,-96364,7.8515,96364,0,0.013379,-10.718,0,-0,-0,0,1,0.165,0.165,0,0.025
19.028,0,0,0,2.1696,0,4.3836e+05,2.8721,-0,0,-97443,6.486,97443,0,0.010155,-8.9475,0,-0,-0,0,1,0.17,0.17,0,0.025
17.883,0,0,0,2.1904,0,4.3852e+05,2.8859,-0,0,-97443,6.486,97443,0,0.010155,-8.9475,0,-0,-0,0,1,0.175,0.175,0,0.025
16.845,0,0,0,2.2094,0,4.3867e+05,2.8984,-0,0,-98379,5.3835,98379,0,0.007773,-7.5348,0,-0,-0,0,1,0.18,0.18,0,0.025
15.859,0,0,0,2.2276,0,4.3882e+05,2.9103,-0,0,-98379,5.3835,98379,0,0.007773,-7.5348,0,-0,-0,0,1,0.185,0.185,0,0.025
15.01,0,0,0,2.2436,0,4.3894e+05,2.9208,-0,0,-99196,4.4949,99196,0,0.0059402,-6.4027,0,-0,-0,0,1,0.19,0.19,0,0.025
14.187,0,0,0,2.2593,0,4.3907e+05,2.9309,-0,0,-99912,3.7819,99912,0,0.004529,-5.4974,0,-0,-0,0,1,0.195,0.195,0,0.025
13.472,0,0,0,2.2732,0,4.3918e+05,2.94,-0,0,-99912,3.7819,99912,0,0.004529,-5.4974,0,-0,-0,0,1,0.2,0.2,0,0.025
12.784,0,0,0,2.2868,0,4.3929e+05,2.9487,-0,0,-1.0055e+05,3.2137,1.0055e+05,0,0.0034335,-4.776,0,-0,-0,0,1,0.205,0.205,0,0.025
12.181,0,0,0,2.2991,0,4.3938e+05,2.9567,-0,0,-1.0055e+05,3.2137,1.0055e+05,0,0.0034335,-4.776,0,-0,-0,0,1,0.21,0.21,0,0.025
11.601,0,0,0,2.3111,0,4.3948e+05,2.9644,-0,0,-1.0111e+05,2.7615,1.0111e+05,0,0.002626,-4.2009,0,-0,-0,0,1,0.215,0.215,0,0.025
11.091,0,0,0,2.3221,0,4.3957e+05,2.9714,-0,0,-1.0111e+05,2.7615,1.0111e+05,0,0.002626,-4.2009,0,-0,-0,0,1,0.22,0.22,0,0.025
10.596,0,0,0,2.3329,0,4.3965e+05,2.9783,-0,0,-1.0163e+05,2.3999,1.0163e+05,0,0.002016,-3.7393,0,-0,-0,0,1,0.225,0.225,0,0.025
10.165,0,0,0,2.3427,0,4.3973e+05,2.9846,-0,0,-1.0163e+05,2.3999,1.0163e+05,0,0.002016,-3.7393,0,-0,-0,0,1,0.23,0.23,0,0.025
9.7343,0,0,0,2.3526,0,4.3981e+05,2.9908,-0,0,-1.0163e+05,2.3999,1.0163e+05,0,0.002016,-3.7393,0,-0,-0,0,1,0.235,0.235,0,0.025
9.3695,0,0,0,2.3615,0,4.3988e+05,2.9965,-0,0,-1.021e+05,2.1112,1.021e+05,0,0.0015418,-3.3687,0,-0,-0,0,1,0.24,0.24,0,0.025
9.0048,0,0,0,2.3704,0,4.3995e+05,3.0021,-0,0,-1.021e+05,2.1112,1.021e+05,0,0.0015418,-3.3687,0,-0,-0,0,1,0.245,0.245,0,0.025
8.6786,0,0,0,2.3787,0,4.4001e+05,3.0074,-0,0,-1.0254e+05,1.8811,1.0254e+05,0,0.001181,-3.0716,0,-0,-0,0,1,0.25,0.25,0,0.025
8.3679,0,0,0,2.3868,0,4.4008e+05,3.0125,-0,0,-1.0254e+05,1.8811,1.0254e+05,0,0.001181,-3.0716,0,-0,-0,0,1,0.255,0.255,0,0.025
8.0711,0,0,0,2.3947,0,4.4014e+05,3.0175,-0,0,-1.0295e+05,1.6974,1.0295e+05,0,0.00090704,-2.8328,0,-0,-0,0,1,0.26,0.26,0,0.025
7.8039,0,0,0,2.4022,0,4.402e+05,3.0222,-0,0,-1.0295e+05,1.6974,1.0295e+05,0,0.00090704,-2.8328,0,-0,-0,0,1,0.265,0.265,0,0.025
7.5366,0,0,0,2.4097,0,4.4026e+05,3.0269,-0,0,-1.0295e+05,1.6974,1.0295e+05,0,0.00090704,-2.8328,0,-0,-0,0,1,0.27,0.27,0,0.025
7.2973,0,0,0,2.4167,0,4.4031e+05,3.0313,-0,0,-1.0334e+05,1.5503,1.0334e+05,0,0.00070249,-2.64,0,-0,-0,0,1,0.275,0.275,0,0.025
7.0644,0,0,0,2.4237,0,4.4037e+05,3.0357,-0,0,-1.0334e+05,1.5503,1.0334e+05,0,0.00070249,-2.64,0,-0,-0,0,1,0.28,0.28,0,0.025
6.8365,0,0,0,2.4305,0,4.4042e+05,3.04,-0,0,-1.0371e+05,1.4315,1.0371e+05,0,0.00055272,-2.4825,0,-0,-0,0,1,0.285,0.285,0,0.025
6.6303,0,0,0,2.4371,0,4.4047e+05,3.0441,-0,0,-1.0371e+05,1.4315,1.0371e+05,0,0.00055272,-2.4825,0,-0,-0,0,1,0.29,0.29,0,0.025
6.424,0,0,0,2.4436,0,4.4053e+05,3.0481,-0,0,-1.0371e+05,1.4315,1.0371e+05,0,0.00055272,-2.4825,0,-0,-0,0,1,0.295,0.295,0,0.025
6.2266,0,0,0,2.45,0,4.4058e+05,3.0521,-0,0,-1.0407e+05,1.3337,1.0407e+05,0,0.00044802,-2.3509,0,-0,-0,0,1,0.3,0.3,0,0.025
6.0405,0,0,0,2.4561,0,4.4062e+05,3.0559,-0,0,-1.0407e+05,1.3337,1.0407e+05,0,0.00044802,-2.3509,0,-0,-0,0,1,0.305,0.305,0,0.025
5.8544,0,0,0,2.4623,0,4.4067e+05,3.0598,-0,0,-1.0407e+05,1.3337,1.0407e+05,0,0.00044802,-2.3509,0,-0,-0,0,1,0.31,0.31,0,0.025
5.6767,0,0,0,2.4683,0,4.4072e+05,3.0635,-0,0,-1.0443e+05,1.2517,1.0443e+05,0,0.0003762,-2.2372,0,-0,-0,0,1,0.315,0.315,0,0.025
5.5057,0,0,0,2.4741,0,4.4077e+05,3.0671,-0,0,-1.0443e+05,1.2517,1.0443e+05,0,0.0003762,-2.2372,0,-0,-0,0,1,0.32,0.32,0,0.025
5.3347,0,0,0,2.48,0,4.4081e+05,3.0707,-0,0,-1.0443e+05,1.2517,1.0443e+05,0,0.0003762,-2.2372,0,-0,-0,0,1,0.325,0.325,0,0.025
5.1694,0,0,0,2.4857,0,4.4086e+05,3.0743,-0,0,-1.0478e+05,1.1795,1.0478e+05,0,0.00033251,-2.1348,0,-0,-0,0,1,0.33,0.33,0,0.025
5.0091,0,0,0,2.4912,0,4.409e+05,3.0777,-0,0,-1.0478e+05,1.1795,1.0478e+05,0,0.00033251,-2.1348,0,-0,-0,0,1,0.335,0.335,0,0.025
4.8488,0,0,0,2.4968,0,4.4094e+05,3.0812,-0,0,-1.0478e+05,1.1795,1.0478e+05,0,0.00033251,-2.1348,0,-0,-0,0,1,0.34,0.34,0,0.025
4.6916,0,0,0,2.5023,0,4.4099e+05,3.0845,-0,0,-1.0513e+05,1.1158,1.0513e+05,0,0.00030175,-2.0388,0,-0,-0,0,1,0.345,0.345,0,0.025
4.5394,0,0,0,2.5076,0,4.4103e+05,3.0878,-0,0,-1.0513e+05,1.1158,1.0513e+05,0,0.00030175,-2.0388,0,-0,-0,0,1,0.35,0.35,0,0.025
4.3873,0,0,0,2.5129,0,4.4107e+05,3.0911,-0,0,-1.0513e+05,1.1158,1.0513e+05,0,0.00030175,-2.0388,0,-0,-0,0,1,0.355,0.355,0,0.025
4.2354,0,0,0,2.5182,0,4.4111e+05,3.0943,-0,0,-1.0547e+05,1.0526,1.0547e+05,0,0.00029448,-1.9441,0,-0,-0,0,1,0.36,0.36,0,0.025
4.0878,0,0,0,2.5233,0,4.4115e+05,3.0974,-0,0,-1.0547e+05,1.0526,1.0547e+05,0,0.00029448,-1.9441,0,-0,-0,0,1,0.365,0.365,0,0.025
3.9402,0,0,0,2.5283,0,4.4119e+05,3.1005,-0,0,-1.0547e+05,1.0526,1.0547e+05,0,0.00029448,-1.9441,0,-0,-0,0,1,0.37,0.37,0,0.025
3.7926,0,0,0,2.5334,0,4.4123e+05,3.1036,-0,0,-1.0547e+05,1.0526,1.0547e+05,0,0.00029448,-1.9441,0,-0,-0,0,1,0.375,0.375,0,0.025
3.6485,0,0,0,2.5383,0,4.4127e+05,3.1066,-0,0,-1.0582e+05,0.99866,1.0582e+05,0,0.00028729,-1.8473,0,-0,-0,0,1,0.38,0.38,0,0.025
3.5069,0,0,0,2.5431,0,4.4131e+05,3.1096,-0,0,-1.0582e+05,0.99866,1.0582e+05,0,0.00028729,-1.8473,0,-0,-0,0,1,0.385,0.385,0,0.025
3.3653,0,0,0,2.5479,0,4.4135e+05,3.1126,-0,0,-1.0582e+05,0.99866,1.0582e+05,0,0.00028729,-1.8473,0,-0,-0,0,1,0.39,0.39,0,0.025
3.2236,0,0,0,2.5528,0,4.4139e+05,3.1155,-0,0,-1.0582e+05,0.99866,1.0582e+05,0,0.00028729,-1.8473,0,-0,-0,0,1,0.395,0.395,0,0.025
3.0802,0,0,0,2.5573,0,4.4142e+05,3.1182,-0,0,-1.0615e+05,0.92603,1.0615e+05,0,0.00034314,-1.7372,0,-0,-0,0,1,0.4,0.4,0,0.025
2.9368,0,0,0,2.5618,0,4.4146e+05,3.121,-0,0,-1.0615e+05,0.92603,1.0615e+05,0,0.00034314,-1.7372,0,-0,-0,0,1,0.405,0.405,0,0.025
2.7933,0,0,0,2.5662,0,4.4149e+05,3.1237,-0,0,-1.0615e+05,0.92603,1.0615e+05,0,0.00034314,-1.7372,0,-0,-0,0,1,0.41,0.41,0,0.025
2.6517,0,0,0,2.5707,0,4.4153e+05,3.1264,-0,0,-1.0648e+05,0.88566,1.0648e+05,0,0.0003414,-1.6122,0,-0,-0,0,1,0.415,0.415,0,0.025
2.5212,0,0,0,2.5749,0,4.4156e+05,3.129,-0,0,-1.0648e+05,0.88566,1.0648e+05,0,0.0003414,-1.6122,0,-0,-0,0,1,0.42,0.42,0,0.025
2.3907,0,0,0,2.5791,0,4.4159e+05,3.1315,-0,0,-1.0648e+05,0.88566,1.0648e+05,0,0.0003414,-1.6122,0,-0,-0,0,1,0.425,0.425,0,0.025
2.2603,0,0,0,2.5834,0,4.4163e+05,3.1341,-0,0,-1.0648e+05,0.88566,1.0648e+05,0,0.0003414,-1.6122,0,-0,-0,0,1,0.43,0.43,0,0.025
2.1263,0,0,0,2.5875,0,4.4166e+05,3.1366,-0,0,-1.0679e+05,0.73942,1.0679e+05,0,0.00031495,-1.4868,0,-0,-0,0,1,0.435,0.435,0,0.025
1.9726,0,0,0,2.591,0,4.4169e+05,3.1388,-0,0,-1.0679e+05,0.73942,1.0679e+05,0,0.00031495,-1.4868,0,-0,-0,0,1,0.44,0.44,0,0.025
1.8189,0,0,0,2.5946,0,4.4172e+05,3.1409,-0,0,-1.0679e+05,0.73942,1.0679e+05,0,0.00031495,-1.4868,0,-0,-0,0,1,0.445,0.445,0,0.025
1.6653,0,0,0,2.5982,0,4.4174e+05,3.1431,-0,0,-1.0679e+05,0.73942,1.0679e+05,0,0.00031495,-1.4868,0,-0,-0,0,1,0.45,0.45,0,0.025
1.5116,0,0,0,2.6017,0,4.4177e+05,3.1452,-0,0,-1.0679e+05,0.73942,1.0679e+05,0,0.00031495,-1.4868,0,-0,-0,0,1,0.455,0.455,0,0.025
1.4323,0,0,0,2.6058,0,4.418e+05,3.1477,-0,0,-1.0712e+05,0.88137,1.0712e+05,0,-0.00012685,-1.4512,0,-0,-0,0,1,0.46,0.46,0,0.025
1.3553,0,0,0,2.6099,0,4.4184e+05,3.1502,-0,0,-1.0712e+05,0.88137,1.0712e+05,0,-0.00012685,-1.4512,0,-0,-0,0,1,0.465,0.465,0,0.025
1.2784,0,0,0,2.614,0,4.4187e+05,3.1526,-0,0,-1.0712e+05,0.88137,1.0712e+05,0,-0.00012685,-1.4512,0,-0,-0,0,1,0.47,0.47,0,0.025
1.2014,0,0,0,2.6181,0,4.419e+05,3.1551,-0,0,-1.0712e+05,0.88137,1.0712e+05,0,-0.00012685,-1.4512,0,-0,-0,0,1,0.475,0.475,0,0.025
1.0997,0.52946,-5.4346e-06,0,2.6213,3.8203e-07,4.4193e+05,2.954,-0,0,-88107,90.465,88107,0,-0.0012084,-1.3403,0,-0,-0,0,1,0.48,0.48,0,0.025
0.98065,1.4285,-1.4662e-05,0,2.6238,1.0307e-06,4.4194e+05,2.6109,-0,0,-88107,90.465,88107,0,-0.0012084,-1.3403,0,-0,-0,0,1,0.485,0.485,0,0.025
0.86161,2.3275,-2.389e-05,0,2.6263,1.6793e-06,4.4196e+05,2.2678,-0,0,-88107,90.465,88107,0,-0.0012084,-1.3403,0,-0,-0,0,1,0.49,0.49,0,0.025
0.74257,3.2264,-3.3118e-05,0,2.6289,2.328e-06,4.4198e+05,1.9247,-0,0,-88107,90.465,88107,0,-0.0012084,-1.3403,0,-0,-0,0,1,0.495,0.495,0,0.025
0.62352,4.1254,-4.2345e-05,0,2.6314,2.9766e-06,4.42e+05,1.5816,-0,0,-88107,90.465,88107,0,-0.0012084,-1.3403,0,-0,-0,0,1,0.5,0.5,0,0.025
